t,variable,order,source,value
4.864000000000003,y,1,supervisor,0.0
4.864000000000003,z,0,supervisor,1.025
4.864000000000003,z,1,supervisor,0.0
4.872000000000003,x,0,supervisor,-0.010605236199909385
4.872000000000003,x,1,supervisor,0.0
4.872000000000003,y,0,supervisor,0.40877951237618
4.872000000000003,y,1,supervisor,0.0
4.872000000000003,z,0,supervisor,1.025
4.872000000000003,z,1,supervisor,0.0
4.8800000000000034,x,0,supervisor,-0.01075362942624769
4.8800000000000034,x,1,supervisor,0.0
4.8800000000000034,y,0,supervisor,0.4083020408563546
4.8800000000000034,y,1,supervisor,0.0
4.8800000000000034,z,0,supervisor,1.025
4.8800000000000034,z,1,supervisor,0.0
4.8880000000000035,x,0,supervisor,-0.010903274986850453
4.8880000000000035,x,1,supervisor,0.0
4.8880000000000035,y,0,supervisor,0.4078249272025932
4.8880000000000035,y,1,supervisor,0.0
4.8880000000000035,z,0,supervisor,1.025
4.8880000000000035,z,1,supervisor,0.0
4.8960000000000035,x,0,supervisor,-0.011054185628253471
4.8960000000000035,x,1,supervisor,0.0
4.8960000000000035,y,0,supervisor,0.40734817094627224
4.8960000000000035,y,1,supervisor,0.0
4.8960000000000035,z,0,supervisor,1.025
4.8960000000000035,z,1,supervisor,0.0
4.9040000000000035,x,0,supervisor,-0.011206374267280744
4.9040000000000035,x,1,supervisor,0.0
4.9040000000000035,y,0,supervisor,0.4068717715803062
4.9040000000000035,y,1,supervisor,0.0
4.9040000000000035,z,0,supervisor,1.025
4.9040000000000035,z,1,supervisor,0.0
4.9120000000000035,x,0,supervisor,-0.011359853994004687
4.9120000000000035,x,1,supervisor,0.0
4.9120000000000035,y,0,supervisor,0.40639572855812367
4.9120000000000035,y,1,supervisor,0.0
4.9120000000000035,z,0,supervisor,1.025
4.9120000000000035,z,1,supervisor,0.0
4.9200000000000035,x,0,supervisor,-0.011514638074773154
4.9200000000000035,x,1,supervisor,0.0
4.9200000000000035,y,0,supervisor,0.40592004129261494
4.9200000000000035,y,1,supervisor,0.0
4.9200000000000035,z,0,supervisor,1.025
4.9200000000000035,z,1,supervisor,0.0
4.9280000000000035,x,0,supervisor,-0.011670739955301102
4.9280000000000035,x,1,supervisor,0.0
4.9280000000000035,y,0,supervisor,0.40544470915505226
4.9280000000000035,y,1,supervisor,0.0
4.9280000000000035,z,0,supervisor,1.025
4.9280000000000035,z,1,supervisor,0.0
4.9360000000000035,x,0,supervisor,-0.01182817326383398
4.9360000000000035,x,1,supervisor,0.0
4.9360000000000035,y,0,supervisor,0.4049697314739805
4.9360000000000035,y,1,supervisor,0.0
4.9360000000000035,z,0,supervisor,1.025
4.9360000000000035,z,1,supervisor,0.0
4.9440000000000035,x,0,supervisor,-0.011986951814378755
4.9440000000000035,x,1,supervisor,0.0
4.9440000000000035,y,0,supervisor,0.40449510753407747
4.9440000000000035,y,1,supervisor,0.0
4.9440000000000035,z,0,supervisor,1.025
4.9440000000000035,z,1,supervisor,0.0
4.9520000000000035,x,0,supervisor,-0.012147089610010486
4.9520000000000035,x,1,supervisor,0.0
4.9520000000000035,y,0,supervisor,0.40402083657498344
4.9520000000000035,y,1,supervisor,0.0
4.9520000000000035,z,0,supervisor,1.025
4.9520000000000035,z,1,supervisor,0.0
4.9600000000000035,x,0,supervisor,-0.01230860084625085
4.9600000000000035,x,1,supervisor,0.0
4.9600000000000035,y,0,supervisor,0.4035469177900988
4.9600000000000035,y,1,supervisor,0.0
4.9600000000000035,z,0,supervisor,1.025
4.9600000000000035,z,1,supervisor,0.0
4.9680000000000035,x,0,supervisor,-0.012471499914525619
4.9680000000000035,x,1,supervisor,0.0
4.9680000000000035,y,0,supervisor,0.4030733503253484
4.9680000000000035,y,1,supervisor,0.0
4.9680000000000035,z,0,supervisor,1.025
4.9680000000000035,z,1,supervisor,0.0
4.9760000000000035,x,0,supervisor,-0.012635801405699504
4.9760000000000035,x,1,supervisor,0.0
4.9760000000000035,y,0,supervisor,0.40260013327791233
4.9760000000000035,y,1,supervisor,0.0
4.9760000000000035,z,0,supervisor,1.025
4.9760000000000035,z,1,supervisor,0.0
4.9840000000000035,x,0,supervisor,-0.012801520113692483
4.9840000000000035,x,1,supervisor,0.0
4.9840000000000035,y,0,supervisor,0.40212726569492124
4.9840000000000035,y,1,supervisor,0.0
4.9840000000000035,z,0,supervisor,1.025
4.9840000000000035,z,1,supervisor,0.0
4.9920000000000035,x,0,supervisor,-0.012968671039180452
4.9920000000000035,x,1,supervisor,0.0
4.9920000000000035,y,0,supervisor,0.40165474657211575
4.9920000000000035,y,1,supervisor,0.0
4.9920000000000035,z,0,supervisor,1.025
4.9920000000000035,z,1,supervisor,0.0
5.0000000000000036,x,0,supervisor,-0.013137269393379891
5.0000000000000036,x,1,supervisor,0.0
5.0000000000000036,y,0,supervisor,0.4011825748524688
5.0000000000000036,y,1,supervisor,0.0
5.0000000000000036,z,0,supervisor,1.025
5.0000000000000036,z,1,supervisor,0.0
5.008000000000004,x,0,supervisor,-0.013307330601921713
5.008000000000004,x,1,supervisor,0.0
5.008000000000004,y,0,supervisor,0.40071074942476914
5.008000000000004,y,1,supervisor,0.0
5.008000000000004,z,0,supervisor,1.025
5.008000000000004,z,1,supervisor,0.0
5.016000000000004,x,0,supervisor,-0.013478870308816393
5.016000000000004,x,1,supervisor,0.0
5.016000000000004,y,0,supervisor,0.40023926912216523
5.016000000000004,y,1,supervisor,0.0
5.016000000000004,z,0,supervisor,1.025
5.016000000000004,z,1,supervisor,0.0
5.024000000000004,x,0,supervisor,-0.013651904380510088
5.024000000000004,x,1,supervisor,0.0
5.024000000000004,y,0,supervisor,0.3997681327206689
5.024000000000004,y,1,supervisor,0.0
5.024000000000004,z,0,supervisor,1.025
5.024000000000004,z,1,supervisor,0.0
5.032000000000004,x,0,supervisor,-0.013826448910040173
5.032000000000004,x,1,supervisor,0.0
5.032000000000004,y,0,supervisor,0.39929733893761543
5.032000000000004,y,1,supervisor,0.0
5.032000000000004,z,0,supervisor,1.025
5.032000000000004,z,1,supervisor,0.0
5.040000000000004,x,0,supervisor,-0.01400252022128648
5.040000000000004,x,1,supervisor,0.0
5.040000000000004,y,0,supervisor,0.3988268864300818
5.040000000000004,y,1,supervisor,0.0
5.040000000000004,z,0,supervisor,1.025
5.040000000000004,z,1,supervisor,0.0
5.048000000000004,x,0,supervisor,-0.0141801348733262
5.048000000000004,x,1,supervisor,0.0
5.048000000000004,y,0,supervisor,0.3983567737932583
5.048000000000004,y,1,supervisor,0.0
5.048000000000004,z,0,supervisor,1.025
5.048000000000004,z,1,supervisor,0.0
5.056000000000004,x,0,supervisor,-0.014359309664892378
5.056000000000004,x,1,supervisor,0.0
5.056000000000004,y,0,supervisor,0.397886999558775
5.056000000000004,y,1,supervisor,0.0
5.056000000000004,z,0,supervisor,1.025
5.056000000000004,z,1,supervisor,0.0
5.064000000000004,x,0,supervisor,-0.014540061638940754
5.064000000000004,x,1,supervisor,0.0
5.064000000000004,y,0,supervisor,0.3974175621929794
5.064000000000004,y,1,supervisor,0.0
5.064000000000004,z,0,supervisor,1.025
5.064000000000004,z,1,supervisor,0.0
5.072000000000004,x,0,supervisor,-0.014722408087327526
5.072000000000004,x,1,supervisor,0.0
5.072000000000004,y,0,supervisor,0.39694846009516527
5.072000000000004,y,1,supervisor,0.0
5.072000000000004,z,0,supervisor,1.025
5.072000000000004,z,1,supervisor,0.0
5.080000000000004,x,0,supervisor,-0.014906366555601791
5.080000000000004,x,1,supervisor,0.0
5.080000000000004,y,0,supervisor,0.3964796915957497
5.080000000000004,y,1,supervisor,0.0
5.080000000000004,z,0,supervisor,1.025
5.080000000000004,z,1,supervisor,0.0
5.088000000000004,x,0,supervisor,-0.015091954847914701
5.088000000000004,x,1,supervisor,0.0
5.088000000000004,y,0,supervisor,0.39601125495439804
5.088000000000004,y,1,supervisor,0.0
5.088000000000004,z,0,supervisor,1.025
5.088000000000004,z,1,supervisor,0.0
5.096000000000004,x,0,supervisor,-0.015279191032051304
5.096000000000004,x,1,supervisor,0.0
5.096000000000004,y,0,supervisor,0.39554314835809357
5.096000000000004,y,1,supervisor,0.0
5.096000000000004,z,0,supervisor,1.025
5.096000000000004,z,1,supervisor,0.0
5.104000000000004,x,0,supervisor,-0.015468093444586162
5.104000000000004,x,1,supervisor,0.0
5.104000000000004,y,0,supervisor,0.3950753699191514
5.104000000000004,y,1,supervisor,0.0
5.104000000000004,z,0,supervisor,1.025
5.104000000000004,z,1,supervisor,0.0
5.112000000000004,x,0,supervisor,-0.015658680696169408
5.112000000000004,x,1,supervisor,0.0
5.112000000000004,y,0,supervisor,0.39460791767317355
5.112000000000004,y,1,supervisor,0.0
5.112000000000004,z,0,supervisor,1.025
5.112000000000004,z,1,supervisor,0.0
5.120000000000004,x,0,supervisor,-0.01585097167694413
5.120000000000004,x,1,supervisor,0.0
5.120000000000004,y,0,supervisor,0.39414078957694465
5.120000000000004,y,1,supervisor,0.0
5.120000000000004,z,0,supervisor,1.025
5.120000000000004,z,1,supervisor,0.0
5.128000000000004,x,0,supervisor,-0.016044985562101655
5.128000000000004,x,1,supervisor,0.0
5.128000000000004,y,0,supervisor,0.3936739835062645
5.128000000000004,y,1,supervisor,0.0
5.128000000000004,z,0,supervisor,1.025
5.128000000000004,z,1,supervisor,0.0
5.136000000000004,x,0,supervisor,-0.01624074181757726
5.136000000000004,x,1,supervisor,0.0
5.136000000000004,y,0,supervisor,0.39320749725371645
5.136000000000004,y,1,supervisor,0.0
5.136000000000004,z,0,supervisor,1.025
5.136000000000004,z,1,supervisor,0.0
5.144000000000004,x,0,supervisor,-0.016438260205892702
5.144000000000004,x,1,supervisor,0.0
5.144000000000004,y,0,supervisor,0.39274132852636984
5.144000000000004,y,1,supervisor,0.0
5.144000000000004,z,0,supervisor,1.025
5.144000000000004,z,1,supervisor,0.0
5.152000000000004,x,0,supervisor,-0.016637560792148787
5.152000000000004,x,1,supervisor,0.0
5.152000000000004,y,0,supervisor,0.39227547494341286
5.152000000000004,y,1,supervisor,0.0
5.152000000000004,z,0,supervisor,1.025
5.152000000000004,z,1,supervisor,0.0
5.160000000000004,x,0,supervisor,-0.01683866395017178
5.160000000000004,x,1,supervisor,0.0
5.160000000000004,y,0,supervisor,0.3918099340337145
5.160000000000004,y,1,supervisor,0.0
5.160000000000004,z,0,supervisor,1.025
5.160000000000004,z,1,supervisor,0.0
5.168000000000004,x,0,supervisor,-0.017041590368821025
5.168000000000004,x,1,supervisor,0.0
5.168000000000004,y,0,supervisor,0.391344703233313
5.168000000000004,y,1,supervisor,0.0
5.168000000000004,z,0,supervisor,1.025
5.168000000000004,z,1,supervisor,0.0
5.176000000000004,x,0,supervisor,-0.017246361058462084
5.176000000000004,x,1,supervisor,0.0
5.176000000000004,y,0,supervisor,0.39087977988282746
5.176000000000004,y,1,supervisor,0.0
5.176000000000004,z,0,supervisor,1.025
5.176000000000004,z,1,supervisor,0.0
5.184000000000004,x,0,supervisor,-0.017452997357608302
5.184000000000004,x,1,supervisor,0.0
5.184000000000004,y,0,supervisor,0.3904151612247913
5.184000000000004,y,1,supervisor,0.0
5.184000000000004,z,0,supervisor,1.025
5.184000000000004,z,1,supervisor,0.0
5.192000000000004,x,0,supervisor,-0.017661520939741798
5.192000000000004,x,1,supervisor,0.0
5.192000000000004,y,0,supervisor,0.38995084440090333
5.192000000000004,y,1,supervisor,0.0
5.192000000000004,z,0,supervisor,1.025
5.192000000000004,z,1,supervisor,0.0
5.200000000000004,x,0,supervisor,-0.017871953820312175
5.200000000000004,x,1,supervisor,0.0
5.200000000000004,y,0,supervisor,0.38948682644919463
5.200000000000004,y,1,supervisor,0.0
5.200000000000004,z,0,supervisor,1.025
5.200000000000004,z,1,supervisor,0.0
5.208000000000004,x,0,supervisor,-0.01808431836392682
5.208000000000004,x,1,supervisor,0.0
5.208000000000004,y,0,supervisor,0.3890231043011077
5.208000000000004,y,1,supervisor,0.0
5.208000000000004,z,0,supervisor,1.025
5.208000000000004,z,1,supervisor,0.0
5.216000000000004,x,0,supervisor,-0.01829863729173259
5.216000000000004,x,1,supervisor,0.0
5.216000000000004,y,0,supervisor,0.38855967477848496
5.216000000000004,y,1,supervisor,0.0
5.216000000000004,z,0,supervisor,1.025
5.216000000000004,z,1,supervisor,0.0
5.224000000000004,x,0,supervisor,-0.018514933688999258
5.224000000000004,x,1,supervisor,0.0
5.224000000000004,y,0,supervisor,0.3880965345904629
5.224000000000004,y,1,supervisor,0.0
5.224000000000004,z,0,supervisor,1.025
5.224000000000004,z,1,supervisor,0.0
5.232000000000004,x,0,supervisor,-0.018733231012910162
5.232000000000004,x,1,supervisor,0.0
5.232000000000004,y,0,supervisor,0.3876336803302691
5.232000000000004,y,1,supervisor,0.0
5.232000000000004,z,0,supervisor,1.025
5.232000000000004,z,1,supervisor,0.0
5.240000000000004,x,0,supervisor,-0.0189535531005664
5.240000000000004,x,1,supervisor,0.0
5.240000000000004,y,0,supervisor,0.3871711084719188
5.240000000000004,y,1,supervisor,0.0
5.240000000000004,z,0,supervisor,1.025
5.240000000000004,z,1,supervisor,0.0
5.248000000000004,x,0,supervisor,-0.019175924177213283
5.248000000000004,x,1,supervisor,0.0
5.248000000000004,y,0,supervisor,0.38670881536680546
5.248000000000004,y,1,supervisor,0.0
5.248000000000004,z,0,supervisor,1.025
5.248000000000004,z,1,supervisor,0.0
5.256000000000004,x,0,supervisor,-0.01940036886469526
5.256000000000004,x,1,supervisor,0.0
5.256000000000004,y,0,supervisor,0.3862467972401843
5.256000000000004,y,1,supervisor,0.0
5.256000000000004,z,0,supervisor,1.025
5.256000000000004,z,1,supervisor,0.0
5.264000000000004,x,0,supervisor,-0.019626912190147977
5.264000000000004,x,1,supervisor,0.0
5.264000000000004,y,0,supervisor,0.3857850501875422
5.264000000000004,y,1,supervisor,0.0
5.264000000000004,z,0,supervisor,1.025
5.264000000000004,z,1,supervisor,0.0
5.272000000000004,x,0,supervisor,-0.01985557959493675
5.272000000000004,x,1,supervisor,0.0
5.272000000000004,y,0,supervisor,0.38532357017085184
5.272000000000004,y,1,supervisor,0.0
5.272000000000004,z,0,supervisor,1.025
5.272000000000004,z,1,supervisor,0.0
5.280000000000004,x,0,supervisor,-0.020086396943846285
5.280000000000004,x,1,supervisor,0.0
5.280000000000004,y,0,supervisor,0.38486235301470373
5.280000000000004,y,1,supervisor,0.0
5.280000000000004,z,0,supervisor,1.025
5.280000000000004,z,1,supervisor,0.0
5.288000000000004,x,0,supervisor,-0.020319390534535436
5.288000000000004,x,1,supervisor,0.0
5.288000000000004,y,0,supervisor,0.3844013944023138
5.288000000000004,y,1,supervisor,0.0
5.288000000000004,z,0,supervisor,1.025
5.288000000000004,z,1,supervisor,0.0
5.296000000000004,x,0,supervisor,-0.020554587107262462
5.296000000000004,x,1,supervisor,0.0
5.296000000000004,y,0,supervisor,0.38394068987139945
5.296000000000004,y,1,supervisor,0.0
5.296000000000004,z,0,supervisor,1.025
5.296000000000004,z,1,supervisor,0.0
5.304000000000004,x,0,supervisor,-0.02079201385489335
5.304000000000004,x,1,supervisor,0.0
5.304000000000004,y,0,supervisor,0.3834802348099209
5.304000000000004,y,1,supervisor,0.0
5.304000000000004,z,0,supervisor,1.025
5.304000000000004,z,1,supervisor,0.0
5.312000000000004,x,0,supervisor,-0.021031698433199714
5.312000000000004,x,1,supervisor,0.0
5.312000000000004,y,0,supervisor,0.38302002445168204
5.312000000000004,y,1,supervisor,0.0
5.312000000000004,z,0,supervisor,1.025
5.312000000000004,z,1,supervisor,0.0
5.320000000000004,x,0,supervisor,-0.0212736689714611
5.320000000000004,x,1,supervisor,0.0
5.320000000000004,y,0,supervisor,0.3825600538717847
5.320000000000004,y,1,supervisor,0.0
5.320000000000004,z,0,supervisor,1.025
5.320000000000004,z,1,supervisor,0.0
5.328000000000004,x,0,supervisor,-0.021517954083379698
5.328000000000004,x,1,supervisor,0.0
5.328000000000004,y,0,supervisor,0.38210031798193217
5.328000000000004,y,1,supervisor,0.0
5.328000000000004,z,0,supervisor,1.025
5.328000000000004,z,1,supervisor,0.0
5.336000000000004,x,0,supervisor,-0.02176458287831934
5.336000000000004,x,1,supervisor,0.0
5.336000000000004,y,0,supervisor,0.38164081152557416
5.336000000000004,y,1,supervisor,0.0
5.336000000000004,z,0,supervisor,1.025
5.336000000000004,z,1,supervisor,0.0
5.344000000000004,x,0,supervisor,-0.022013584972881778
5.344000000000004,x,1,supervisor,0.0
5.344000000000004,y,0,supervisor,0.38118152907288905
5.344000000000004,y,1,supervisor,0.0
5.344000000000004,z,0,supervisor,1.025
5.344000000000004,z,1,supervisor,0.0
5.352000000000004,x,0,supervisor,-0.022264990502831594
5.352000000000004,x,1,supervisor,0.0
5.352000000000004,y,0,supervisor,0.3807224650155948
5.352000000000004,y,1,supervisor,0.0
5.352000000000004,z,0,supervisor,1.025
5.352000000000004,z,1,supervisor,0.0
5.360000000000004,x,0,supervisor,-0.02251883013538461
5.360000000000004,x,1,supervisor,0.0
5.360000000000004,y,0,supervisor,0.380263613561584
5.360000000000004,y,1,supervisor,0.0
5.360000000000004,z,0,supervisor,1.025
5.360000000000004,z,1,supervisor,0.0
5.368000000000004,x,0,supervisor,-0.022775135081869985
5.368000000000004,x,1,supervisor,0.0
5.368000000000004,y,0,supervisor,0.37980496872937375
5.368000000000004,y,1,supervisor,0.0
5.368000000000004,z,0,supervisor,1.025
5.368000000000004,z,1,supervisor,0.0
5.376000000000004,x,0,supervisor,-0.02303393711078419
5.376000000000004,x,1,supervisor,0.0
5.376000000000004,y,0,supervisor,0.3793465243423648
5.376000000000004,y,1,supervisor,0.0
5.376000000000004,z,0,supervisor,1.025
5.376000000000004,z,1,supervisor,0.0
5.384000000000004,x,0,supervisor,-0.023295268561249194
5.384000000000004,x,1,supervisor,0.0
5.384000000000004,y,0,supervisor,0.3788882740229014
5.384000000000004,y,1,supervisor,0.0
5.384000000000004,z,0,supervisor,1.025
5.384000000000004,z,1,supervisor,0.0
5.392000000000004,x,0,supervisor,-0.02355916235689154
5.392000000000004,x,1,supervisor,0.0
5.392000000000004,y,0,supervisor,0.37843021118612286
5.392000000000004,y,1,supervisor,0.0
5.392000000000004,z,0,supervisor,1.025
5.392000000000004,z,1,supervisor,0.0
5.400000000000004,x,0,supervisor,-0.02382565202015738
5.400000000000004,x,1,supervisor,0.0
5.400000000000004,y,0,supervisor,0.37797232903360034
5.400000000000004,y,1,supervisor,0.0
5.400000000000004,z,0,supervisor,1.025
5.400000000000004,z,1,supervisor,0.0
5.408000000000004,x,0,supervisor,-0.024094771687082822
5.408000000000004,x,1,supervisor,0.0
5.408000000000004,y,0,supervisor,0.3775146205467481
5.408000000000004,y,1,supervisor,0.0
5.408000000000004,z,0,supervisor,1.025
5.408000000000004,z,1,supervisor,0.0
5.416000000000004,x,0,supervisor,-0.02436655612253491
5.416000000000004,x,1,supervisor,0.0
5.416000000000004,y,0,supervisor,0.3770570784800004
5.416000000000004,y,1,supervisor,0.0
5.416000000000004,z,0,supervisor,1.025
5.416000000000004,z,1,supervisor,0.0
5.424000000000004,x,0,supervisor,-0.02464104073594306
5.424000000000004,x,1,supervisor,0.0
5.424000000000004,y,0,supervisor,0.3765996953537448
5.424000000000004,y,1,supervisor,0.0
5.424000000000004,z,0,supervisor,1.025
5.424000000000004,z,1,supervisor,0.0
5.432000000000004,x,0,supervisor,-0.02491826159754057
5.432000000000004,x,1,supervisor,0.0
5.432000000000004,y,0,supervisor,0.3761424634470008
5.432000000000004,y,1,supervisor,0.0
5.432000000000004,z,0,supervisor,1.025
5.432000000000004,z,1,supervisor,0.0
5.440000000000004,x,0,supervisor,-0.02519825545513693
5.440000000000004,x,1,supervisor,0.0
5.440000000000004,y,0,supervisor,0.37568537478983316
5.440000000000004,y,1,supervisor,0.0
5.440000000000004,z,0,supervisor,1.025
5.440000000000004,z,1,supervisor,0.0
5.448000000000004,x,0,supervisor,-0.025481059751441548
5.448000000000004,x,1,supervisor,0.0
5.448000000000004,y,0,supervisor,0.37522842115548927
5.448000000000004,y,1,supervisor,0.0
5.448000000000004,z,0,supervisor,1.025
5.448000000000004,z,1,supervisor,0.0
5.456000000000004,x,0,supervisor,-0.02576671264196234
5.456000000000004,x,1,supervisor,0.0
5.456000000000004,y,0,supervisor,0.3747715940522471
5.456000000000004,y,1,supervisor,0.0
5.456000000000004,z,0,supervisor,1.025
5.456000000000004,z,1,supervisor,0.0
5.464000000000004,x,0,supervisor,-0.0260552530135017
5.464000000000004,x,1,supervisor,0.0
5.464000000000004,y,0,supervisor,0.37431488471496316
5.464000000000004,y,1,supervisor,0.0
5.464000000000004,z,0,supervisor,1.025
5.464000000000004,z,1,supervisor,0.0
5.472000000000004,x,0,supervisor,-0.026346720503276466
5.472000000000004,x,1,supervisor,0.0
5.472000000000004,y,0,supervisor,0.37385828409630556
5.472000000000004,y,1,supervisor,0.0
5.472000000000004,z,0,supervisor,1.025
5.472000000000004,z,1,supervisor,0.0
5.480000000000004,x,0,supervisor,-0.026641155518685816
5.480000000000004,x,1,supervisor,0.0
5.480000000000004,y,0,supervisor,0.37340178285765974
5.480000000000004,y,1,supervisor,0.0
5.480000000000004,z,0,supervisor,1.025
5.480000000000004,z,1,supervisor,0.0
5.488000000000004,x,0,supervisor,-0.026938599257755297
5.488000000000004,x,1,supervisor,0.0
5.488000000000004,y,0,supervisor,0.37294537135969086
5.488000000000004,y,1,supervisor,0.0
5.488000000000004,z,0,supervisor,1.025
5.488000000000004,z,1,supervisor,0.0
5.496000000000004,x,0,supervisor,-0.027239093730287406
5.496000000000004,x,1,supervisor,0.0
5.496000000000004,y,0,supervisor,0.372489039652549
5.496000000000004,y,1,supervisor,0.0
5.496000000000004,z,0,supervisor,1.025
5.496000000000004,z,1,supervisor,0.0
5.504000000000004,x,0,supervisor,-0.027542681779744366
5.504000000000004,x,1,supervisor,0.0
5.504000000000004,y,0,supervisor,0.3720327774657004
5.504000000000004,y,1,supervisor,0.0
5.504000000000004,z,0,supervisor,1.025
5.504000000000004,z,1,supervisor,0.0
5.512000000000004,x,0,supervisor,-0.027444220946484965
5.512000000000004,x,1,supervisor,0.0
5.512000000000004,y,0,supervisor,0.3716067204788445
5.512000000000004,y,1,supervisor,0.0
5.512000000000004,z,0,supervisor,1.025
5.512000000000004,z,1,supervisor,0.0
5.520000000000004,x,0,supervisor,-0.02643850666077066
5.520000000000004,x,1,supervisor,0.0
5.520000000000004,y,0,supervisor,0.3708149258239559
5.520000000000004,y,1,supervisor,0.0
5.520000000000004,z,0,supervisor,1.025
5.520000000000004,z,1,supervisor,0.0
5.528000000000004,x,0,supervisor,-0.024929935232199246
5.528000000000004,x,1,supervisor,0.0
5.528000000000004,y,0,supervisor,0.36962723384162294
5.528000000000004,y,1,supervisor,0.0
5.528000000000004,z,0,supervisor,1.025
5.528000000000004,z,1,supervisor,0.0
5.536000000000004,x,0,supervisor,-0.022918506660770666
5.536000000000004,x,1,supervisor,0.0
5.536000000000004,y,0,supervisor,0.3680436445318457
5.536000000000004,y,1,supervisor,0.0
5.536000000000004,z,0,supervisor,1.025
5.536000000000004,z,1,supervisor,0.0
5.544000000000004,x,0,supervisor,-0.020404220946484947
5.544000000000004,x,1,supervisor,0.0
5.544000000000004,y,0,supervisor,0.3660641578946241
5.544000000000004,y,1,supervisor,0.0
5.544000000000004,z,0,supervisor,1.025
5.544000000000004,z,1,supervisor,0.0
5.552000000000004,x,0,supervisor,-0.01738707808934209
5.552000000000004,x,1,supervisor,0.0
5.552000000000004,y,0,supervisor,0.36368877392995824
5.552000000000004,y,1,supervisor,0.0
5.552000000000004,z,0,supervisor,1.025
5.552000000000004,z,1,supervisor,0.0
5.560000000000004,x,0,supervisor,-0.013867078089342094
5.560000000000004,x,1,supervisor,0.0
5.560000000000004,y,0,supervisor,0.360917492637848
5.560000000000004,y,1,supervisor,0.0
5.560000000000004,z,0,supervisor,1.025
5.560000000000004,z,1,supervisor,0.0
5.568000000000004,x,0,supervisor,-0.00984422094648496
5.568000000000004,x,1,supervisor,0.0
5.568000000000004,y,0,supervisor,0.3577503140182935
5.568000000000004,y,1,supervisor,0.0
5.568000000000004,z,0,supervisor,1.025
5.568000000000004,z,1,supervisor,0.0
5.576000000000004,x,0,supervisor,-0.005318506660770689
5.576000000000004,x,1,supervisor,0.0
5.576000000000004,y,0,supervisor,0.3541872380712947
5.576000000000004,y,1,supervisor,0.0
5.576000000000004,z,0,supervisor,1.025
5.576000000000004,z,1,supervisor,0.0
5.584000000000004,x,0,supervisor,-0.000289935232199251
5.584000000000004,x,1,supervisor,0.0
5.584000000000004,y,0,supervisor,0.35022826479685154
5.584000000000004,y,1,supervisor,0.0
5.584000000000004,z,0,supervisor,1.025
5.584000000000004,z,1,supervisor,0.0
5.592000000000004,x,0,supervisor,5.551115123125783e-17
5.592000000000004,x,1,supervisor,0.0
5.592000000000004,y,0,supervisor,0.35
5.592000000000004,y,1,supervisor,0.0
5.592000000000004,z,0,supervisor,1.025
5.592000000000004,z,1,supervisor,0.0
5.600000000000004,x,0,supervisor,5.551115123125783e-17
5.600000000000004,x,1,supervisor,0.0
5.600000000000004,y,0,supervisor,0.35
5.600000000000004,y,1,supervisor,0.0
5.600000000000004,z,0,supervisor,1.025
5.600000000000004,z,1,supervisor,0.0
5.608000000000004,x,0,supervisor,5.551115123125783e-17
5.608000000000004,x,1,supervisor,0.0
5.608000000000004,y,0,supervisor,0.35
5.608000000000004,y,1,supervisor,0.0
5.608000000000004,z,0,supervisor,1.025
5.608000000000004,z,1,supervisor,0.0
5.616000000000004,x,0,supervisor,5.551115123125783e-17
5.616000000000004,x,1,supervisor,0.0
5.616000000000004,y,0,supervisor,0.35
5.616000000000004,y,1,supervisor,0.0
5.616000000000004,z,0,supervisor,1.025
5.616000000000004,z,1,supervisor,0.0
5.624000000000004,x,0,supervisor,5.551115123125783e-17
5.624000000000004,x,1,supervisor,0.0
5.624000000000004,y,0,supervisor,0.35
5.624000000000004,y,1,supervisor,0.0
5.624000000000004,z,0,supervisor,1.025
5.624000000000004,z,1,supervisor,0.0
5.632000000000004,x,0,supervisor,5.551115123125783e-17
5.632000000000004,x,1,supervisor,0.0
5.632000000000004,y,0,supervisor,0.35
5.632000000000004,y,1,supervisor,0.0
5.632000000000004,z,0,supervisor,1.025
5.632000000000004,z,1,supervisor,0.0
5.640000000000004,x,0,supervisor,5.551115123125783e-17
5.640000000000004,x,1,supervisor,0.0
5.640000000000004,y,0,supervisor,0.35
5.640000000000004,y,1,supervisor,0.0
5.640000000000004,z,0,supervisor,1.025
5.640000000000004,z,1,supervisor,0.0
5.648000000000004,x,0,supervisor,5.551115123125783e-17
5.648000000000004,x,1,supervisor,0.0
5.648000000000004,y,0,supervisor,0.35
5.648000000000004,y,1,supervisor,0.0
5.648000000000004,z,0,supervisor,1.025
5.648000000000004,z,1,supervisor,0.0
5.656000000000004,x,0,supervisor,5.551115123125783e-17
5.656000000000004,x,1,supervisor,0.0
5.656000000000004,y,0,supervisor,0.35
5.656000000000004,y,1,supervisor,0.0
5.656000000000004,z,0,supervisor,1.025
5.656000000000004,z,1,supervisor,0.0
5.664000000000004,x,0,supervisor,5.551115123125783e-17
5.664000000000004,x,1,supervisor,0.0
5.664000000000004,y,0,supervisor,0.35
5.664000000000004,y,1,supervisor,0.0
5.664000000000004,z,0,supervisor,1.025
5.664000000000004,z,1,supervisor,0.0
5.672000000000004,x,0,supervisor,5.551115123125783e-17
5.672000000000004,x,1,supervisor,0.0
5.672000000000004,y,0,supervisor,0.35
5.672000000000004,y,1,supervisor,0.0
5.672000000000004,z,0,supervisor,1.025
5.672000000000004,z,1,supervisor,0.0
5.680000000000004,x,0,supervisor,5.551115123125783e-17
